cpu-cycles,instructions,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_miss
1368501290,967917748,4368999,18052353,28942705,889596,5208913,520553,4363824,4135700,650704,28833,483862,12827390,14342978
1367387957,959179354,4336351,18036419,28743007,937970,5220937,524840,4366545,4140436,650833,31835,469454,12640842,14187892
1367273768,979178159,4416640,17901143,29136713,957796,5214759,480180,4401233,4173747,600832,27571,474715,12960091,14534498
1365362044,975645530,4370572,17740635,28823332,957531,5186763,476163,4380264,4184193,605506,29675,483525,12763406,14308616
1369715931,983975668,4427638,17782908,29040216,981535,5134591,480727,4422543,4154215,621220,29652,500340,12883730,14475914
1366721062,974695166,4394563,17853283,28878929,962497,5141542,477135,4361391,4140488,617559,28012,474997,12869893,14380660
1367633004,967172565,4341717,18032536,28778289,903412,5201435,526237,4338176,4141215,632307,26132,457260,12786001,14312588
1367148533,967919507,4340787,17930752,28615228,891691,5175837,505007,4360983,4130943,655975,27221,466123,12718566,14232614
1362853740,979546198,4387486,17633707,28610366,984498,5190485,474013,4396467,4215043,589548,25690,505955,12796276,14279063
1367317142,981417438,4445206,17675607,28931342,1037041,5157447,477402,4441341,4170209,601029,27850,564321,12824233,14413071
1368005511,984864283,4433897,17773993,29167258,1008262,5149081,497608,4415826,4180551,608731,23762,558567,12923653,14559698
1363163007,953414091,4344124,17640004,28269537,1016122,5147707,505437,4378970,4088388,631290,27701,513896,12394644,13974273
1365817912,955776627,4322360,17942093,28655407,877504,5204800,563104,4322758,4115373,650503,30123,472006,12631376,14365232
1367394439,968521893,4377887,17788962,28688537,910397,5168139,500726,4375193,4124064,641300,29809,497848,12704628,14261073
1368596757,983849302,4446996,17751701,29050305,955483,5149314,478787,4443963,4197824,595042,26619,500913,12931648,14461712
1366284196,980747371,4437366,17616418,28871009,1038832,5086779,474831,4447315,4106592,604719,28775,558694,12716068,14394952
1364768991,966003080,4365140,17893714,28933621,883002,5163953,489572,4375912,4139099,610287,33770,462093,12766959,14386204
1364216650,977537868,4472464,17646465,28867632,1013159,5130503,468313,4466188,4170607,594487,25512,545008,12671047,14301565
1365063836,968461357,4392497,17759576,29038808,971438,5162641,516285,4401824,4177846,630861,24997,528002,12867948,14500981
1367111287,973029500,4406362,17627891,28511020,1019472,5153163,503474,4388343,4129241,608579,25650,533326,12481628,14109482
1367408880,956613290,4361617,17715597,28663061,982681,5138542,503619,4399091,4136824,627606,28332,481569,12706299,14240392
1365586885,955266374,4334252,17869385,28892369,875717,5174748,527156,4348479,4156310,643653,31263,521639,12817382,14400834
1361842569,972994816,4411830,17593743,28995139,954072,5107218,464784,4455115,4187180,595095,30864,509451,12724922,14338244
1365079991,965766984,4417051,17614976,28848430,968193,5130460,480356,4420660,4157681,606117,28572,549630,12732351,14330318
1365621333,967390623,4386026,17822461,29323908,853873,5195479,474986,4395056,4214828,592462,28845,496161,12830084,14453984
1368355652,969602677,4375402,17809346,29059984,877014,5165750,465854,4357927,4190729,609585,28643,486931,12926436,14490745
1366281896,963625756,4365032,17905011,28955185,893409,5214153,487661,4345863,4202222,626128,28300,492921,12766411,14258833
1369236379,941149689,4261504,18089677,28531405,808395,5229233,551823,4220506,4093635,662387,26249,462686,12613892,14236268
1366882174,936902421,4227118,18143314,28508788,846699,5229410,589453,4250442,4092477,684524,25026,424272,12699346,14257088
1365475529,937926339,4261340,18050449,28426805,859553,5216550,567505,4291900,4112033,651673,28654,410091,12503300,14118875
1365915602,932596084,4179589,18151469,28349321,863086,5218702,598384,4202071,4062384,675339,28109,397622,12468520,14055669
1364116618,929877899,4183646,18087825,28130710,839081,5205413,622726,4206488,4024923,678200,27032,398186,12397245,13911743
1362223110,931096215,4165357,18105711,28077430,859085,5200059,628233,4215847,4034003,676336,28708,404851,12245933,13934553
1363959960,933206215,4188370,18145467,28323946,852948,5178730,630589,4212903,4040950,673206,28785,401361,12573148,14132227
1366039902,929531823,4172103,18056226,27912183,881986,5180635,625478,4214557,4003028,647820,27967,423897,12299702,13956761
1364707997,933992457,4201078,18037717,28120443,872170,5177160,613359,4193010,4003548,659994,26103,396207,12370991,13963447
1362461819,933213321,4188325,18082302,27876431,865011,5179133,636917,4210127,4028985,691955,26419,394907,12339758,13949083
1366462668,934648412,4211181,18031957,28065586,878354,5161792,633905,4231357,4049500,679475,27514,393185,12351652,13916063
1363715743,929567504,4194444,17997066,27854969,863537,5178122,621589,4216241,4053625,669650,26728,401943,12366585,13865740
1365057791,936963296,4213550,18031712,27969870,852558,5165713,616937,4222302,4026289,665615,25879,393396,12422877,13971670
1362013738,941106767,4241716,17993573,28281970,908323,5183250,572208,4245339,4097338,652503,25412,411775,12595188,14117141
1369051051,939242921,4247902,18094004,28162145,873343,5175573,622555,4256277,4048941,683544,28269,404706,12452003,13992612
1365015179,937196169,4201720,18117091,28117948,868509,5165441,648923,4195599,4004708,675383,29126,384686,12470851,14051007
1363901663,934730278,4198761,18030533,28014822,929712,5131857,625819,4223929,4027014,657628,27683,417591,12504380,14068972
1364154289,941882919,4209534,17950221,28203048,909233,5126356,631020,4219372,4062318,673060,26823,436183,12412963,14013989
1363646489,942965254,4246770,17954706,28069860,919537,5107792,598972,4230768,4042818,664883,25863,423739,12408393,13994733
1361610672,937907735,4203451,18033494,28259087,894109,5182385,580026,4246394,4082529,664492,24912,412385,12416965,13956984
1366108483,948690646,4259465,18042534,28363356,920908,5155819,562195,4268477,4070231,676970,24749,436594,12632721,14155503
1363219826,952044490,4264625,17853502,28348204,933119,5163685,504695,4320424,4126245,615745,29233,416103,12605065,14063248
1364213511,969992780,4327464,17910899,28840772,926110,5181740,499528,4331987,4168015,627478,28642,424632,12833675,14289631
1364384428,970256733,4356800,17776419,28715221,959660,5169860,474198,4383377,4196528,611995,27923,429361,12812289,14272275
1361673924,959019660,4293114,17781194,28729097,922025,5174843,495655,4327182,4167653,619953,28926,413955,12705165,14124538
1366617690,957217174,4281402,18002392,28312730,909350,5146634,549332,4300513,4084637,636604,26932,414109,12573151,14085591
1360441154,970656351,4390085,17457295,28674884,1009092,5105461,467621,4422530,4180678,588824,28754,459650,12735270,14156586
1365498381,987548823,4436942,17664230,29153124,989867,5110438,471339,4419559,4226938,600701,24138,445423,12947346,14498352
1364752807,980566020,4412754,17602422,29047020,971989,5108184,462344,4313046,4060111,615030,24677,442448,12866465,14315980
1362214048,973703903,4356587,17855484,29198434,931692,5144928,498549,4368546,4181950,621408,25829,466336,12897159,14435350
1364926482,971129299,4350615,17852698,28769883,977924,5129907,487361,4388497,4149794,611913,26783,492620,12778087,14197825
1364260289,983765719,4384463,17916485,29205508,924438,5146354,471074,4395813,4206042,636370,26370,473181,12904295,14470964
1366061138,974543376,4314781,17967762,28882692,916125,5176125,485498,4354643,4172702,632919,23813,470708,12842688,14281283
1363890330,969389920,4311794,17865521,28783584,946213,5129824,493606,4306500,4169095,628896,27971,486664,12837027,14395083
1364446824,971855980,4268770,17920582,28578963,946833,5160546,505551,4278408,4167739,638755,27262,464585,12784875,14263723
1363418620,952529616,4216677,18070782,28250488,910753,5160452,561771,4236685,4069150,671786,23617,463148,12647583,14133741
1365227344,976480935,4315806,17860666,28433021,981132,5177609,491364,4309659,4157926,618354,25439,466311,12764264,14246342
1363041459,970644347,4329508,17830085,28583737,980527,5184544,494999,4326330,4118946,611417,28662,483309,12737770,14232939
1363816979,973503039,4324655,17871808,28625581,967889,5165458,480883,4286525,4111092,596517,29477,491761,12899948,14323664
1364324052,978820436,4332443,17663769,28654755,1012520,5110924,476763,4345630,4190129,589875,28286,505795,12757345,14335741
1364937456,977325981,4320609,17865601,28830225,973688,5108167,497674,4339252,4133921,626201,28965,486986,12851057,14415739
1360474168,961954382,4206856,18008383,28153262,911396,5155467,553321,4221990,4049670,669948,26826,448859,12639253,14199088
1367893525,985629864,4325786,17852127,28650884,968132,5153529,488964,4297323,4134375,597132,29390,481302,12823681,14408844
1364531098,987524549,4368138,17647520,28698289,1015816,5098927,472672,4372288,4179129,586510,28976,495695,12860227,14256300
1364792694,984990057,4290149,17851326,29002411,947389,5147579,487710,4301710,4183232,627050,28850,472192,12810551,14309450
1365704890,987814639,4356609,17566695,28675540,1016371,5108294,470055,4385460,4174495,582662,28142,493522,12696195,14231339
1364249273,984681560,4360915,17752687,28917467,975075,5129585,475836,4369297,4171824,603002,26499,493475,12890733,14397166
1366003537,983548254,4363889,17729411,28644821,982954,5127046,481381,4352270,4155298,600785,28036,470092,12843537,14361809
1367315651,992353971,4422415,17673842,29006978,1007900,5099379,478255,4409608,4152268,583229,26479,512208,13007051,14482460
1367473396,974142668,4345884,17805102,28746042,994042,5169511,482892,4361490,4179010,611104,28129,494093,12897713,14221842
1366698071,983825900,4395376,17690287,28832732,1034474,5109890,472901,4405221,4136422,588629,29502,496536,12770853,14268754
1367205230,980741111,4398526,17624129,28944441,1008653,5098812,467089,4424857,4214461,594949,26192,489855,13012113,14423867
1367104353,990590918,4423485,17665826,29104703,1008292,5096082,472522,4410593,4153050,598180,28099,519717,12933043,14430267
1367590895,989216606,4416186,17557979,28989111,1017652,5104665,468206,4391124,4158838,583829,26333,516777,12913211,14378125
1367680451,973911678,4328473,17829106,28971615,937037,5130954,499306,4358978,4233743,642883,29279,473615,12848630,14307994
1362275860,980364740,4371513,17726415,29003607,991029,5123912,473575,4415635,4126283,593615,28565,509760,12906963,14361613
1367629514,983827790,4412050,17620754,28988048,957536,5145640,470202,4385489,4173339,586143,29760,506848,12951838,14419493
1353842676,959620593,4315028,17582106,28596436,945142,5158454,476022,4334723,4152601,589278,36625,474119,12452801,13987747
1362569881,975685661,4354105,17669531,28816962,946196,5154248,469194,4331110,4116954,579634,37708,471053,12784158,14286733
1350422916,911116422,4060393,18077167,27822973,833119,5200079,581567,4163916,4027706,679673,33967,439287,12189375,13724510
1365561999,936289860,4148877,18211433,27956881,844890,5191770,622374,4182342,4020021,707928,29178,444251,12289759,13932846
1364040418,938193578,4103525,18185071,27998687,829232,5197214,640392,4126243,3990223,692412,27203,430717,12398915,14023550
1368444882,947262157,4144163,18078608,27916410,846271,5177242,625087,4092793,3989483,683040,27908,422241,12504920,13994947
1366550542,936361520,4109361,18214736,28061935,840875,5198979,628796,4112756,4036148,680212,28766,435972,12577966,14127207
1366343476,935331363,4080262,18234814,27901497,855560,5196513,630522,4109932,4032238,677489,27455,425187,12325505,13971128
1363397505,936967925,4120722,18182236,27912801,840794,5180715,648457,4118203,4016507,677619,30986,418229,12521298,14031354
1368118983,937559939,4082297,18182999,27741564,861721,5204688,647472,4097096,3971878,686122,27986,430371,12376968,13898466
1366616368,937831638,4117204,18034293,27829754,863354,5169626,644216,4132380,4030742,692423,26813,445274,12500344,13951689
1363477244,935436597,4115599,18113508,27797001,873439,5181884,632633,4101446,4022321,669433,30368,436125,12361853,13930862
1367818372,943629079,4154990,18110653,27947000,868853,5174792,593208,4136844,4038123,664094,30861,455312,12429196,14034875
1365691754,943452573,4133772,18164612,28013262,868960,5169314,622811,4151539,4057864,673768,29333,447262,12394917,13952028
1366185469,949515236,4173831,18014284,27960206,887265,5136484,609571,4151085,4088497,686579,27160,448853,12559676,14114125
1367608161,956196881,4185249,18060035,28077169,905758,5177130,575013,4163579,4030172,686168,28691,454372,12537491,14178384
1367978977,965144410,4218941,17830226,28442809,908017,5133818,541366,4210969,4104042,649278,28543,441753,12616160,14129944
1365441158,966565357,4256126,17999931,28651977,900757,5172184,500808,4232702,4174884,639407,28453,452754,12845522,14295278
1366299645,979349692,4299341,17768789,28674229,965439,5144259,483859,4297244,4148207,622698,28525,462915,12713509,14250968
1368175134,983065309,4276994,17824518,28723355,949020,5118937,494091,4269366,4164601,619621,26961,457024,12760598,14294708
1363047617,985497919,4287706,17681841,28660860,945589,5136697,483262,4295118,4159097,599058,27855,477752,12851113,14304439
1365551479,983184448,4264809,17629985,28654429,974588,5128045,484338,4211353,4123853,582779,26835,475019,12846076,14319598
1368951378,986205461,4221243,17882488,28996658,919166,5136939,509972,4212565,4149904,624539,27282,432391,12880194,14454977
1367148131,991188620,4248918,17728414,28728013,950160,5142552,484370,4238519,4181885,592039,27907,449372,12914754,14430762
1365821202,989708471,4203744,17636269,28840674,907497,5116463,473387,4217904,4190482,600991,26213,431521,12865242,14301800
1367934243,993930372,4242513,17579729,28867260,944972,5126141,481347,4219027,4193278,591600,27848,448334,12950911,14427341
1367841125,985697064,4224225,17606656,28698189,961243,5103127,481786,4233320,4152169,604722,26930,451511,12757253,14210931
1365631588,985580878,4252990,17582746,28647359,949770,5142315,481543,4259660,4172766,586827,26710,452943,12776923,14207211
1364742496,992058723,4246769,17558013,28681423,948869,5101619,479815,4243967,4205990,592481,29365,435032,12887114,14330811
1367192092,982003997,4276286,17592345,28606339,926591,5131243,477760,4259696,4183851,601264,29589,453416,12838926,14282083
1368122722,990685042,4323041,17689487,28740016,956417,5083073,471776,4302849,4151145,615103,28050,452792,12790583,14343300
1368179099,993486434,4353783,17684776,28812847,963029,5056944,466187,4328690,4121344,580544,28568,457298,12768987,14268204
1368089788,991448696,4318961,17684334,28855576,914165,5059020,479007,4303572,4143254,601455,26703,451858,12902588,14309027
1366863900,997419429,4330767,17635783,28964656,912415,5098682,476727,4320077,4147173,590238,27262,453328,12827002,14314110
1367154364,970689209,4185543,17852291,28414848,891004,5142292,500318,4194450,4102083,639702,27098,425213,12667884,14071492
1367014485,996353838,4325139,17604662,28738923,950141,5082982,472159,4314720,4170209,604213,25963,444594,12742695,14194057
1368129219,1000044911,4351512,17520373,28950172,945064,5032231,472930,4325616,4166088,587853,28607,461174,12906929,14423670
1367458838,869923918,3759482,18002747,27111891,805656,4986474,590332,4098086,4116453,644599,25547,413156,12212976,13242631
1363121052,995949762,4352664,17437891,28790322,966933,5088739,481058,4338939,4180090,585676,24210,472597,12711764,14145102
1366486699,1001183263,4372370,17600695,29363297,950748,5060596,470930,4389946,4200586,588550,28676,458709,12914751,14397833
1366075239,1005014063,4311478,17498589,29020529,984826,5036553,476126,4326725,4167830,583349,26805,458627,12760008,14276325
1368542055,1002990473,4348390,17495004,29058018,994948,5045461,476958,4331545,4153517,579071,25960,447308,12802388,14249246
1366158038,994680994,4270727,17610084,29212438,982800,5057094,478787,4292430,4212942,620087,27009,408844,12883915,14383008
1367675949,1001790996,4286595,17572744,29002358,1014762,5013376,479446,4268960,4115199,585620,26094,431311,12908795,14434058
1367831566,997861468,4232830,17443417,28941319,974240,5061256,476165,4233046,4169445,586825,28593,396288,12887254,14287003
1367894997,1003654784,4269348,17500975,28945955,1009532,5049411,484737,4247599,4111029,578155,27294,411816,12796645,14297471
1367788008,1004681272,4269737,17578181,29113275,983234,5095288,489684,4231692,4173605,586931,26076,389565,12887625,14424951
1367907320,995599026,4220714,17623011,28693929,1009228,5123804,495198,4211023,4140144,575979,26183,403754,12672819,14152856
1361747122,996398846,4246402,17422211,28855114,1011811,5075924,489566,4251870,4183026,588512,25429,393789,12797254,14247182
1369103284,1009778462,4264913,17478023,29039826,997839,5082184,485191,4257050,4157034,596706,25851,391933,12823749,14336310
1368575398,1009442159,4262445,17584443,29093920,982700,5087210,481315,4266962,4175257,584098,28010,383528,12889258,14307993
1368491159,1015594500,4298153,17586666,29220086,987839,5044006,483918,4262731,4159998,576360,27557,377818,12860524,14415711
1368203810,1007916484,4232122,17573784,28983102,981823,5107989,483553,4255393,4217155,597781,27384,374338,12894068,14221440
1368274308,1007596364,4228602,17537085,28997498,972751,5089144,482048,4224495,4174584,582617,27274,382246,12838747,14310652
1368338793,1003836683,4240959,17428639,28880676,978215,5056298,477044,4237245,4175217,588633,25969,394617,12739545,14219385
1366720654,1007553981,4211907,17491621,29013784,951549,5091920,482738,4169078,4140428,574763,25959,349510,12942242,14337886
1367434772,1009802126,4222508,17551049,29101716,951239,5096113,484545,4217615,4177498,581222,25477,370951,12903060,14335270
1366787166,1008265749,4211456,17420955,28768021,979553,5060960,481854,4215758,4227721,592936,25521,369846,12733399,14114565
1360155399,1002454660,4116408,17524224,29031846,920594,5109742,484974,4140467,4194444,587805,26640,344636,12861694,14197614
1367712088,1010576848,4177523,17605822,29268770,943095,5066322,474446,4170089,4191368,585004,25788,356187,13073473,14453818
1367150595,991429842,4094653,17440027,28652102,944016,5051103,489697,4165036,4184927,582661,26290,368435,12742772,14005319
1368706890,1014854752,4203584,17447739,29273188,946084,5063346,478668,4170225,4151265,578133,26865,345084,12834627,14304316
1365791891,1004810400,4175842,17361761,29102608,965399,5051100,483889,4187704,4198902,583083,26912,372255,12675775,14279652
1365013858,1005764934,4155327,17435905,29048128,959269,5080565,482875,4165747,4157211,582690,27124,362253,12855963,14288486
1365179445,1008921881,4195991,17421502,29098659,954100,5040858,484502,4160517,4139442,584104,28136,349174,12897482,14344983
1365786044,1007170406,4166736,17458577,28996809,928705,5062335,480497,4149002,4134760,581615,27293,338324,12803904,14179555
1364499115,1010320794,4185213,17383268,29170255,933446,5055345,482465,4179973,4161957,584588,29926,348624,12896339,14317499
1363862505,997060443,4147429,17522503,28798291,940866,5117189,487562,4178916,4187514,580462,27492,361651,12805883,14172422
1362755751,1002290633,4173959,17377047,28898795,927887,5054902,484462,4184771,4171954,585123,25663,351700,12878714,14206510
1366166166,1002297295,4140197,17530997,29171250,918371,5079881,485780,4124088,4157943,585757,26345,342415,13037746,14363716
1365143512,1008895477,4179351,17354271,29402239,949099,5038448,479786,4185289,4178548,583425,27910,350858,12892447,14397456
1360769449,1001623468,4105139,17406958,28918245,968136,5078804,486641,4115628,4137755,578824,28858,333596,12876136,14198328
1362818814,1007896354,4118866,17448852,29308908,893144,5089835,487012,4124126,4208920,584235,26160,316410,12764688,14247888
1366243621,1004507766,4091539,17498999,29116474,912510,5088273,493752,4086580,4199282,584584,25412,321358,12831163,14233755
1367059872,1019414909,4140710,17421828,29390908,947202,5027977,484156,4137124,4200842,583796,25292,340979,12999569,14496812
1367958263,1014090159,4109404,17402507,29152478,946075,5025136,482413,4098234,4152944,582886,24814,336748,12893818,14382212
1367479106,1011936618,4124149,17402842,29397366,934412,5019431,478593,4121304,4196668,587768,25682,361184,12952847,14422294
1362283311,1000649757,4081133,17368998,29047064,904726,5046064,474707,4103473,4223170,583457,29275,331489,12811226,14169513
