cpu-cycles,instructions,branch-misses,cache-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_miss
1365107658,995019712,576686,35413236,38854326,3520494,8456557,97769,515881,5394875,15668,60544,1105188,17462359,19023793
1360117015,923520431,469426,35983018,36758420,3195135,9006336,88899,483234,5133231,15426,60180,1019202,17299515,18436609
1365893169,2392880520,2593392,9938123,69329975,15245398,1908327,209540,2681133,1696914,22527,50086,4042220,16862362,20524380
1368048823,2877541346,3398097,413588,86004440,7324759,76116,88970,3319289,2038767,31702,53519,3289998,17216764,21541778
1352453951,2513786343,2756721,5377129,77168081,5380049,858985,71318,2816628,3089035,34715,54476,2455102,17725107,20733678
1360676517,2596637884,2985460,4716583,78183595,4515786,890499,60763,2905762,3645283,32876,43444,2065986,16719672,19840228
1364410002,2445951054,2710807,8573792,74883350,4011979,1412125,55127,2567424,3559675,29128,41750,1756562,16648841,18726607
1360597320,2191772871,2238613,14701133,67867402,3533588,2368169,53337,2354545,3186777,26154,43717,1589424,18307137,19847415
1360420605,2060242178,2055116,17919835,65302435,3304059,2759467,44586,2096817,3016252,21824,31908,1413477,15286593,18071073
1362818553,2028286512,2079045,19273964,63400234,2878850,3105968,41690,2044773,3155591,22186,32592,1365247,17038430,17406874
1364784391,1942612078,1867153,22005067,62500035,2782869,3474204,38455,1917754,3259079,19290,32528,1284038,17811604,20432633
1359176429,1778867469,1734065,24494346,58895771,2491816,3867689,39066,1796807,3075119,17666,31700,1177748,13520542,15233127
1364706917,1769734051,1764329,25689441,55851245,2209457,4362684,31644,1739997,3146696,17216,30705,1181713,15378115,16097864
1359823740,1730877846,1760766,26337298,55232149,2163531,4616107,29991,1807570,2538612,14840,25820,1028658,14830557,16289350
1359150288,1605406707,1621767,28466436,52128963,2085983,5026507,28481,1725936,2972455,15582,29547,865955,12352316,15028769
1357583475,1544394531,1526437,30421485,49720784,2095626,5603806,28344,1602714,2604676,13015,28326,818055,13242121,14476859
1360734683,1556743318,1588703,28015860,50415334,2039631,5491167,28746,1444147,2850524,14687,25860,869781,13683042,14589921
1362892529,1527513054,1438099,31163234,49410129,1836263,5866160,22781,1548065,2611119,14918,25952,846588,14377113,15084067
1339807397,1483446777,1387977,30105644,47832865,1886854,6047036,25647,1388249,2759590,14405,21360,903603,14112567,15664516
1340120376,1415678492,1302604,30861030,46366325,1861314,6229652,26837,1274205,2501503,12974,24937,750191,12144132,13265507
1369221858,1520929479,1458351,31428230,50030320,1870252,6172632,28439,1373100,2646836,14344,25687,780563,14498958,15275258
1367519498,1454635947,1263100,32569059,47952431,1850483,6399851,27974,1191755,2808752,14472,25432,775696,13787997,14941303
1364227697,1443500596,1190600,32732615,47752530,1736344,6638671,24275,1169988,2713873,13524,26768,766316,13075562,15401534
1365034851,1415182259,1107101,33311559,46198738,1721581,6886431,23770,1105758,2586394,13370,25560,734314,15255085,15577382
1363654314,1413740825,1224282,33354880,46047434,1711177,7078782,25175,1157482,2610462,13560,24306,703336,12057267,12916892
1359947126,1396461233,1233072,33707851,45345344,1491191,7094836,23875,1283932,2566195,12796,25378,665484,13537822,13527910
1354232621,1306329676,1151682,34558393,42433828,1478707,7431919,20525,1089850,2355552,12214,27825,630697,12872339,13234529
1362644886,1308227325,943019,34936417,43474814,1517246,7430994,23252,1103375,2652916,12119,26375,697284,14248462,14525223
1348294889,1245280857,1091615,34673287,42718136,1381719,7278376,22777,1135502,2403862,10646,29170,602225,12684976,12617017
1359462278,1352819308,1161575,34394233,43686964,1507219,7807287,23135,1105718,2476610,13486,28094,693415,11679151,12989027
1363240327,1344524643,1143483,35272793,43464429,1361368,7722858,21536,1041421,2620911,12421,25502,638105,12460220,13467120
1358789264,1256861550,979841,34996905,43333777,1406433,7653119,22165,1183246,2347630,11631,25358,601095,15146812,14669434
1361812058,1301371785,1223330,33086742,43442741,5948184,7045961,113179,1339605,2175807,19546,31932,1492692,12227382,12631992
1344000212,2360398543,4123940,1415463,83015643,12629016,235402,179422,4223867,2014003,43289,78709,5124915,22390369,28468801
1351306891,2223850318,4155426,1894291,85295008,8014123,247285,124943,4262470,4739504,59055,97875,3325336,22048659,25481760
1363622207,2193284540,4258122,3594170,85440234,5723786,663390,91843,4235214,5133718,46578,75156,2580759,21589789,24729097
1360929270,1956304091,3866956,8868866,76029454,4705918,1550814,79346,3818768,4643841,35824,59729,1982705,19609579,22056881
1334894638,1835353863,3728522,11939327,71724131,3704745,2114963,68484,3310662,3715869,27163,65828,1599092,17951495,20358521
1340490406,1462019842,2837148,19685210,55333405,3001493,3739164,59492,2910011,3934414,28548,46010,1628666,17060143,17508369
1349260098,1609359868,3291571,19539341,64563086,3043382,3418005,58241,3199173,3783636,20441,29821,1340591,16236990,18001810
1358064279,1492731959,2929646,23268653,57187036,2690561,4443549,52826,2825720,3422952,20093,31245,1276242,15896698,17120770
1368596969,1472803793,2983264,25088481,57732409,2710050,4623399,50123,2947033,3647474,19748,26040,1168425,15133357,16461821
1363655931,1385204971,2743610,26592800,55858229,2631683,5016991,52139,2769074,3574355,17533,25921,1075079,14560910,15944646
1364810252,1359682648,2735674,28528329,52877132,2377679,5618927,41968,2588585,3469514,18341,24695,1073860,14370009,15696934
1352246924,1241312040,2559118,29654227,50802005,2174094,5804269,40414,2663942,3345938,16626,27932,963411,13031749,14630081
1363003788,1275932303,2574442,30596819,50643150,2226574,6160780,43066,2595893,3188065,14413,23864,942104,13731269,15105674
1351945052,1159838942,2227722,30702720,46072311,2126332,6505199,43191,2325741,3175026,15619,30608,938723,12816814,14183755
1356964088,1204087864,2450168,32377183,48101389,1938809,6571541,39070,2508791,3107872,17880,35839,939421,12911107,13804464
1354359860,1111525948,2211237,32840382,44657236,2041476,7211650,46152,2241997,2981399,15720,31615,814332,12861786,13663238
1352528975,1101057183,2291899,33827077,44637910,1670717,7161113,32020,2314273,2908744,14983,31849,732338,12181136,12911098
1362137652,1139710601,2251803,33502468,46191737,1804157,7312951,37741,2310556,2990085,15694,30946,825581,12725340,13500879
1365376511,1138467789,2250476,33889079,45910059,1809131,7375854,33907,2312433,3044620,15183,29169,822576,12618957,13532942
1368133928,1123048208,2236523,34232738,44333726,1844392,7577035,36704,2215234,2914087,15708,33816,834327,12637136,13298246
1363093548,1072637368,2008092,34255589,42851084,1780230,7601195,45232,2170760,2901104,15884,28420,746528,12379425,13158535
1353865388,1079977720,2150635,35519427,43256990,1824835,7723498,36569,2079149,3057941,14748,31429,751368,11943132,12699201
1362529818,1084069752,2229677,35708009,43759789,1701287,7723211,40616,2159368,3138059,15830,29677,729256,11706263,12442175
1364555264,1079201822,2088534,35326156,43033427,1695639,8030864,31721,2209614,2886216,14655,29102,801015,12300944,13223620
1362122164,1106046643,2191824,35725188,43480336,1701543,7807627,33082,2295128,2807797,14770,30868,787456,12237472,12915155
1362559262,1072376984,2227721,36580570,43204427,1583928,8015631,29765,2213422,2961221,14748,28733,708934,11520979,12514311
1359327713,1036746990,2057332,36117676,41707399,1638367,8431127,30515,2039452,2935570,13737,27054,687501,11661537,12397295
1366717162,1014500094,2053027,36783362,41882536,1521200,8131668,32208,2236951,2894087,14635,27429,668243,11537258,12183522
1366261808,1045585294,2158737,38166020,41842547,1381042,8579060,25998,2151072,2889291,14788,27848,694189,11814507,12237033
1363012616,993407353,1910445,36205066,39830692,1568468,8470145,31163,1912402,2982777,15327,30001,738765,11602959,12144453
1363431868,1017897846,2082530,37630147,41675734,1416811,8402127,27403,2166297,2845157,13897,25198,587081,11183694,11848377
1367828095,1002701338,2032441,37013626,40412272,1526009,8423983,32276,2058873,2938867,13610,25433,619917,11408695,12150819
1358324848,958960084,1865084,36807377,38178515,1451888,8539131,33014,1766982,2883072,13609,26218,581438,10759444,11306833
1368082300,1010596720,1971074,36713651,39513412,1488108,8470527,31400,2066079,2868313,14429,25443,631507,11309229,12079415
1350718060,914623377,1715266,36995358,36192233,1303285,8725719,27119,1848071,2737041,12417,25873,574384,10488372,11384338
1363284008,995467416,1964838,37884204,39624109,1506462,8642645,34560,1865925,2928574,13057,25031,562372,11000343,11562760
1360388153,967341625,2006071,37633438,39180616,1409090,8643542,28441,1957567,2651187,10215,24251,482433,10496944,11268646
1367018150,1016991606,1991332,38053859,40245111,1348110,8788203,23248,2090660,2720267,12220,24468,602683,11316140,12176472
1366819241,973081110,1857891,37593280,39209333,1401778,8613724,28980,1939811,2978428,13775,27593,620736,11141877,11736284
1365066574,971532340,1846598,37491304,37494373,1408226,8754864,33093,1710323,2997615,14130,27307,593184,11010653,11656881
1362213388,940127962,1740311,38114429,36975658,1322379,8975088,29791,1779312,2914318,14387,25886,604860,10793181,11330677
1366336821,996697882,1937874,38078633,39238210,1375535,8738225,27100,1932232,2820859,13185,25131,613880,11161896,11759087
1361561340,929316900,1726932,37497288,36871019,1329895,8864760,30030,1762925,2909087,12186,24891,634367,11017306,11640784
1366594432,965439554,1886817,39044228,38115434,1321672,8884755,26248,1920785,2706772,12654,25898,602133,11096993,11301185
1366814242,973515037,1968146,38768859,38478564,1240587,9093666,23448,1836973,2819919,12003,24002,574534,10931054,11502741
1364709061,890018676,1641340,38268893,37006393,1265909,9041954,26349,1775697,2920721,12841,24596,598586,10780815,11352158
1363187295,930580454,1771061,38098851,37507157,1374472,8753458,29471,1953248,2882400,12586,24623,644004,10761396,11290103
1367230286,931608201,1797240,38389156,37771743,1337555,8991868,36164,1834626,2921686,10832,23420,586874,10837452,11298735
1366653000,989586905,1923100,38422558,38699282,1273818,8838679,23803,1944644,2833187,12437,25086,654661,11206281,11764864
1366558873,1009458146,2115469,39574363,39443734,1256184,8882306,25671,2012144,2670890,11031,25077,597079,10733794,11371218
1364327932,946313393,1728271,38085247,37060312,1322549,9079545,25164,1780877,2786543,11273,24332,618125,10828529,11558734
1366876252,996174189,1924357,38707197,38158559,1255585,9108718,25838,1899425,2928451,13124,24763,657453,11309299,11960235
1366798521,958727803,1883179,40188943,37524810,1148115,9353495,25534,1857761,2933204,12426,24597,594655,10819664,11334917
1367211964,935297297,1780239,39284056,36670162,1230175,9195485,26017,1680210,3000437,11880,25058,573374,10663213,11245104
1368329822,956146112,1830156,38869174,37352007,1232983,9277690,24379,1765613,2852423,11684,25723,602979,10992953,11535792
1357892761,1750163784,2142967,18038461,56715772,9450999,4890009,166021,2199514,2247196,47754,59832,4271201,24630385,30031525
1361383585,2132122059,2565225,1028666,83561893,9178175,192560,175980,2604538,9044324,93325,97460,4562550,40246419,44907636
1367703524,1897426896,2340114,4278790,77940552,5950746,831587,129774,2362163,9645589,63009,71490,3099845,37556674,40712051
1369220701,1768142459,2149632,6727340,73525648,4959662,1437785,121928,2139448,8891095,49023,55618,2503061,35677973,38185820
1368546312,1502224825,1879309,11632366,63594256,3862501,2554304,103887,1865556,7974886,40389,48788,1955891,30241919,32399947
1359873355,1245125362,1570085,16472289,52978825,2930195,4167162,78104,1579104,6738735,30919,42526,1514897,26077814,27669327
1369071871,4775561381,125835,813070,104750083,374529,493318,39288,308013,1365192,10314,6406,248945,720225,554154
1360288165,4575958262,93139,175914,128641733,164874,35912,45252,114781,10738,5460,1510,133746,551635,673779
1552008746,5341164367,54750,88775,155357317,132247,18574,19761,65739,7757,3684,1388,114103,447478,543317
1361314012,4741755708,41847,63607,136598591,113831,14143,12791,53729,7112,2425,1350,110493,319386,402289
1364226957,4739416734,75812,136598,140027498,120561,20056,29182,96693,16785,7438,2482,139694,447346,554729
1361413191,4721025670,70002,158349,155705286,130863,26587,26307,81405,11930,3834,1378,120698,485465,597781
1365988270,4743239674,49707,105885,155707486,114063,17445,14242,66228,9352,2491,1378,115615,367183,464816
1366754706,4689844484,67580,313922,137515328,75070,25721,1530,80298,10577,696,1191,76220,324060,350913
1366200236,4714830906,73772,152480,144872158,68850,31663,324,96279,13102,651,1074,67597,369482,385335
1361108742,4687494490,54494,287179,144847195,68266,24639,356,68450,9483,633,1008,61255,344042,363446
1367854153,4680669476,62308,116014,136397773,75893,23813,398,74544,9797,645,1113,72616,360071,381275
1367798767,4675226578,62203,104279,136169664,71796,23547,358,73889,9574,627,1083,68336,360060,385389
1367758281,4727664075,74688,198378,148141907,77667,35124,337,86234,12699,600,1002,66097,370950,396869
1367241191,4710635667,50927,273869,147719391,67025,22469,422,57562,10079,690,1101,62054,288807,309461
1364872278,4698866974,70538,102349,136180032,68013,21564,324,76397,10721,606,1089,62671,326653,342535
1369306532,4698214001,69801,85400,135926113,69095,17195,460,77628,8593,609,1095,64750,324041,343832
1366280292,4692956461,69424,54537,135941541,66129,10995,255,75296,6944,621,1053,60645,320213,341730
1368173776,4708505263,68940,51639,136146253,66621,10954,230,74614,6678,636,1050,68653,318390,338931
1364070685,4689797846,70031,52248,136071356,72429,9728,199,75381,6519,606,1068,64879,319397,345095
1367748471,4690748693,70908,51657,136020566,65602,11954,371,79631,6805,594,1020,60528,318520,338055
1367675746,4696531568,71381,50868,135948927,67493,10544,225,76955,6478,642,1104,70385,320709,340539
1369873092,4704897677,69495,54640,136200744,66987,11669,352,75287,4380,666,1191,70080,331985,337094
1368404189,4711202570,69394,50292,133471499,71356,11449,325,74869,4990,648,1152,67285,332084,336818
1367196517,4706104914,73535,59679,133568220,68912,12770,421,74077,4545,639,1140,66640,336391,341606
1365940377,4761503848,98077,65123,108015993,68021,11976,250,102822,4216,657,1113,73601,338689,345479
1366086021,4764847982,96717,59534,108025832,66124,9372,116,102373,4009,633,1041,66793,340198,343642
1365727981,4758804121,100406,59561,107950371,64712,9027,97,109771,3960,660,1053,65747,338218,341864
1367280614,4771868646,100784,59132,108330500,65418,8854,106,105485,3802,624,1113,73477,338373,350226
1364568278,4522443854,747477,464825,109115126,603722,91107,505,551489,27066,18815,25491,248735,408518,818192
1365994596,3168404305,2130383,1679431,76969006,5860731,43934,602150,2195912,34782,59435,13958,440769,893208,2167247
1364156143,2879726425,2148251,1250014,81839533,5381499,48902,528441,2048519,50105,52332,20024,489009,965471,2045896
1367570184,3012101410,1945916,1708428,85552883,4123952,65163,389409,2012720,43918,26440,11009,414274,939408,1873802
1363848859,2914911563,1938523,2116495,86290124,6523079,73795,819246,1817701,82899,29820,11922,428691,1030325,2092704
1366102917,2706296149,1982681,1638675,88297241,4174694,52985,343094,2036412,42744,19283,11132,428197,1110896,2033509
1364410259,2769803812,1795212,2089461,98660220,3740973,71530,372371,1940614,62584,46535,21769,465006,1183637,2719110
1240022764,2351741575,1695365,2271774,86341093,3302302,80778,391274,1761524,70763,37615,9206,363173,1187120,2145046
1366350016,2815687300,1818132,2169507,97962079,3512747,74304,412627,1855926,89710,24731,9093,411370,1219434,2265244
1364131623,2784193208,1726344,2722929,101842297,3442063,89812,529172,1797851,90741,33448,10004,419269,1285767,2272900
1366248795,2868899388,1608013,2946107,101485231,3883799,96011,456499,1754809,128405,54915,9926,399165,1418678,3029257
1366905177,2406840119,1889914,1729584,94280335,3658282,63125,488251,1815894,97768,29680,10973,407002,1445045,2291328
1360262771,2631297629,1757873,2423057,102115140,3460930,78136,448403,1769009,171761,25483,9812,457653,1488091,2480030
1361297812,2534957300,1882458,1857677,92550891,3683894,66017,598263,1771325,111725,41491,9869,393326,1488829,2224347
1365819684,2441305398,1858187,1553599,94064503,4776289,54493,441896,1874419,131296,45735,9929,356640,1823896,3084475
1365925997,2680538178,1758631,2052581,97766123,3306121,68259,362053,1848281,121179,45008,10004,365495,1510136,2285853
1364685377,2468345668,1790477,1513530,100326342,3721253,65095,384932,1837987,143968,44909,10912,387672,1470090,2305013
1365205878,2415564328,1922941,1416579,95298209,3743963,58415,323091,1900545,135676,27438,10766,409157,1397800,2306899
1364021633,2504639304,1837904,1673451,96840160,3819227,62286,282089,1879383,111085,45857,10109,353615,1535136,2598169
1366451970,2402444918,1828114,1779469,95968200,3665283,62211,492984,1819572,140938,51821,9166,320337,1390782,2255166
1366311383,2617991362,1795488,2408904,95574794,3408284,86815,510921,1778582,166052,44774,10121,359097,1463672,2321224
1366005886,2462941331,1887450,1519733,93674001,4005518,54049,342212,1918956,132619,51751,10138,394588,1424802,2285796
1363751455,2435071523,1954603,1315590,93930375,3786806,67944,339556,1951161,161283,31084,11728,391037,1455366,2437315
1256446296,2280676671,1757531,1416764,86100691,3453188,52390,238133,1790874,137342,40306,10236,331770,1336002,2199063
1363831525,2373918886,1932170,1389306,94439817,4042240,58835,336232,1885800,174700,39774,11646,459543,1483983,2529695
1365673455,2510307941,1860733,2221613,95437936,3571615,85267,399101,1834406,189619,39057,9905,380405,1483796,2567767
1366736692,2447079493,1905980,1588699,95964089,3972255,66547,438680,1820450,159143,43361,10877,362060,1514976,2527712
1367467520,2412616746,1934327,1378460,93405595,3688141,69114,393855,1844239,171080,34235,10733,410960,1530574,2580955
1366616307,2308308142,1242057,2778336,106029339,7294038,100030,1625347,1228163,968493,89372,21616,461765,5532037,8110893
1365751159,1903979873,1524471,666119,98907219,3019131,32488,117490,1501895,1357583,45953,16754,372375,6613671,7524506
1362516275,1910354090,1508343,712821,98226967,3021268,40715,233443,1484582,1387008,52511,15025,362428,6711081,7336096
1366388889,2108720555,1444795,1818127,101409029,2598856,59525,259990,1493457,1488474,49015,16133,459512,7490092,8567376
1366826712,2166023557,1362481,2393488,105633764,2301146,56643,716527,1304950,1201281,60563,10619,318717,7010670,7812897
1368364586,2124715902,1455633,2074019,99649368,2597979,60941,483133,1412228,1347149,50615,15834,373832,6939151,7515989
1366965441,1932426102,1520781,933516,97863838,2976686,40130,257052,1473893,1471336,42493,18938,511684,6861687,7519173
1367799070,2073045387,1447923,1542795,99884423,2675045,43536,166343,1543772,1647425,53109,17484,434927,7562852,8209390
1367693646,2083578797,1501171,2004189,97301685,2801110,54981,647779,1457115,1013335,53756,12459,363608,6660920,7632570
1367517390,2173684789,1451048,2139330,104729729,2651637,55251,444222,1463061,452286,39093,13104,391281,6486840,7353873
1365458707,2031524336,1571020,1229874,97482137,2874372,46527,343076,1525370,461212,43779,13150,385881,6247322,7020594
1369151015,2006118302,1598009,802675,99431179,2986098,28746,152483,1577087,484634,40564,12676,384810,6560470,6906627
1247223215,1811523844,1384812,1180223,89762476,2557357,35544,176463,1390796,596307,35933,12848,402597,5826387,6341300
1367883177,1893387690,1524984,999811,98718534,2899393,37206,362576,1468464,778311,45853,12632,424958,6421694,7300699
1367729061,2055274231,1443050,2195066,100664783,2648287,64937,759667,1366410,777903,55620,9938,353238,6125546,7046667
1367206257,1946261516,1575776,895634,98942715,2898631,35928,243163,1527167,882512,62024,11373,368692,6093560,6555314
1365752285,2078415747,1640859,1495975,94590218,3208694,102147,190192,1552577,937173,55035,10942,425547,6241435,6702986
1368161911,2049635759,1517641,1296954,98257715,2855361,47379,133301,1543967,966810,40758,13277,495342,6993094,7673607
1364912243,1968887690,1533382,1327939,97898844,2895278,49860,427042,1506022,723513,58734,11470,376261,6334527,7090169
1366902385,2360333336,1425725,2561642,103611298,2423602,75160,231501,1527757,604503,37339,14991,437087,7008772,8225077
1369799926,1973631922,1567689,946302,98469766,2941803,38701,235157,1550435,592303,39008,13698,428132,6463568,7069012
1368433077,2128813183,1507036,1502482,101456270,2688287,55527,400804,1477448,589584,49317,14050,383849,6375023,7487605
1367392005,2142205090,1506787,1727635,97719626,2786851,49394,398249,1469844,557242,62654,11322,303946,6552350,7065338
1365718502,2426128307,1390714,2662522,102545697,2370860,73035,382510,1480948,553421,55714,12535,347383,7249273,8416009
1367377886,2061466931,1581053,919497,98983885,2991340,36037,148854,1562656,668568,41279,12486,392950,6437139,7359599
1363678920,2095384536,1467867,1770637,103051476,2803657,63649,278597,1510197,663491,47770,14025,392992,7000653,7775346
1370138486,2189805465,1420767,1653990,104295406,2576095,63651,178713,1517050,626155,51420,12913,371235,7173110,8252109
1369449468,2002349095,1511834,1117345,101551671,3052443,39810,117704,1561319,643738,53568,12283,357203,6854099,7340926
1368117540,1945031100,1550686,1003596,97986265,3117975,41662,234753,1523655,708052,48640,15090,398899,6543732,7170472
1255868327,2007376179,1300466,3032521,93421479,2186240,76284,609568,1283315,586294,47788,12825,417449,6154815,7107592
1368592313,2252007697,1255018,3545193,110513532,2385025,85967,776865,1268130,632099,52654,11725,345571,7013372,7778417
1368436525,2309111586,1399610,2563190,105473658,2325303,68407,312195,1475652,730354,54085,12274,398455,7368170,8010185
1364085002,2012814341,1494067,1371377,98202210,2893335,57856,270429,1502800,785872,39028,12397,422034,6426700,7399714
1368691634,2150291755,1458182,1676887,104914965,2562968,68162,385241,1478662,677126,72377,11983,382360,7116849,7368568
1367863797,1970112070,1509306,1009638,98820193,2897085,47021,280547,1532179,751208,53143,14562,444815,6445622,6834367
1367204878,2161320155,1477465,1939224,97148197,2659427,70528,322122,1510074,717016,52021,13615,402951,6779922,7675750
1364443205,2038178134,1490738,1473210,103231239,2798799,69045,325618,1540008,693953,64989,13021,391529,6903326,7259905
1369514360,2172833989,1473645,1772891,98406159,2755120,56840,245612,1554640,736562,45073,13453,411658,7170240,7763266
1369054920,2094777850,1515193,1747496,97807132,2715119,63102,471938,1478771,734606,52028,11822,319187,6977950,7720030
1365311449,2065782673,1488445,1750406,99900420,3048580,52670,572783,1428220,597355,53718,11634,350856,6563603,7095710
1369901051,1979704791,1539585,1359310,96751550,2935853,61658,367764,1501474,718016,58053,12956,344686,6510755,6961094
1365027005,2020061962,1475386,1510612,102944566,3018453,58788,259429,1501406,781235,47742,14548,424376,6552030,7531912
1365140656,1907261649,1563842,701020,99552601,3059878,34599,138335,1585787,530270,45976,16826,404627,6281701,7056912
1366687855,2038739554,1535314,1040786,97791494,2957834,42500,221983,1547263,571503,50637,15775,378908,6438585,7333943
1366836979,2086195912,1553830,1108683,97353240,3065415,53713,311184,1523594,543903,49342,16958,390737,6602461,7232431
1332531623,1879689671,1506884,1506679,96513196,2880165,74100,438143,1420185,566418,46438,13641,356575,5908199,6542611
1363255455,2057638219,1515853,1799769,96182933,2873221,69280,417208,1537326,991797,57524,15949,419059,7245915,7659444
1367806843,2065335400,1480680,1158529,102258314,2790287,50048,103876,1545634,1199847,49419,15328,456162,7288588,7806864
1367840027,2066622138,1468962,2080551,98940825,2850207,67141,497326,1427276,874559,62356,12951,336257,6560670,7666503
1366774268,2122742323,1480515,1805468,100601401,2721225,71988,377273,1471163,987141,60987,15288,375582,6875421,7888484
1368881231,2175472113,1433693,1696717,104325246,2383416,77368,516209,1437094,967495,78091,12062,313580,7188455,7368212
1367070644,1984071168,1562850,996113,97538985,3145298,43961,208928,1554355,907828,58545,13196,362191,6573303,7120778
1364635102,2047821020,1583526,1123019,96967930,3000764,49996,307743,1549366,616216,53532,13876,345070,6494507,7123757
1369151092,2190592316,1523835,1731173,96592253,2715610,58999,299549,1554315,719454,53097,16795,381484,6771816,7563055
1367060753,1974268599,1529385,1178543,98642756,2985409,56313,263500,1520467,662130,47724,18591,437760,6421147,7324372
1365049542,1956064760,1540722,1152304,98424885,2946450,53910,277972,1531383,664454,55106,18972,416632,6511538,7217681
1367531453,2021743630,1547752,1227634,97631021,2973451,45822,242078,1571360,733865,66991,15969,375600,6607978,6739893
1367703061,2103540563,1538582,1321454,95926149,2712741,50224,254886,1571565,799333,54305,18962,453203,6726397,7430841
1365695518,2024908588,1581130,1029099,101637758,2874983,47484,161046,1628321,627216,63463,16321,351996,6671500,7289395
1367048593,2009583855,1572886,1271576,97596002,2950260,58504,395365,1512604,681774,59333,16666,386668,6577373,7136432
1366460290,1930729922,1545397,1233701,97666050,2936872,51151,320953,1567558,743442,57277,18595,395400,6453580,7075762
1366950254,2096774644,1549965,1329279,97002529,2894561,50696,260116,1584817,694013,62867,14677,356398,6729379,7458684
1311178227,2003983861,1481311,1724176,91910662,2883744,92689,333027,1502402,748029,58330,17895,409792,6612901,7191453
1368058925,2079132569,1485306,1600287,99072910,2700125,68006,534680,1446570,768305,82739,12818,293304,6554216,6625607
1364175818,2123762947,1469967,1576477,99811862,2818832,62863,265976,1514067,929440,62697,17558,395529,7157176,8172960
1367094067,2092375414,1430167,1780486,105476077,2430842,73342,403639,1488853,810364,84638,14671,377505,7750337,7730112
1364399464,2028393220,1409723,1344803,102183914,2609614,66064,435313,1450606,830745,78474,13680,346731,6971807,7445818
1365636831,2044122605,1493241,1421933,96399792,2848114,51911,382651,1495508,871024,68059,15384,380401,7042134,7770962
1364794215,1895027366,1548543,881310,98088161,3071372,49050,232469,1546372,868107,63710,14862,376506,6739826,7483806
1368740003,2153950208,1464518,1930788,100065369,2735435,66267,180032,1559366,958520,67064,16000,369558,7449825,8090918
1368459001,2284787474,1407686,2234587,104047009,2466586,81115,334759,1518646,950370,69838,14754,385628,7766195,8598487
1366500750,2100755348,1491779,1801449,94932470,2835762,51292,395747,1508072,811846,72217,14354,340486,7050408,7710769
1361780753,1999547579,1518991,1371694,97075032,2914037,53014,284231,1546509,944607,61091,16926,456923,7028107,7653800
